Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.32975552,-19.37507843,-21.43524936,-13.53519454,-33.7732859,-38.25901541,-32.74955311,-38.00120628,-33.83641194,-29.04398524,-27.91049261,-21.5725576,-18.32028511,-19.08537182,-16.68914635,-15.51334268,-16.73817511,-20.59633312,-26.01086881,-27.93243425,-25.14614534,-24.38919713,-20.83805299,-20.84807788,-18.65810365,-12.23129192,-8.589407738,-10.77028523,-13.68731896,-13.35924472,-8.641983953
American Samoa,ASM,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.59375,-11.64122137,-21.61100196,-24,-29.00608519,-23.16602317,-20.89285714,-4.296296296,-30.89005236,-40,-25.46875,-30.2507837,-41.36858476,-35.21545319,-31.29657228,-43.1372549,-35.10140406,-34.32601881,
Antigua and Barbuda,ATG,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.92147242,40.50997198,27.17719066,19.44397365,26.56624965,28.28182086,22.07140578,23.83470778,21.75079813,19.48308873,16.88384142,21.49585023,10.30412744,-4.984499423,-10.75202076,-6.482500223,8.508995957,6.329215957,12.61874841,6.503367429,4.971927108,8.247685432,12.28571349,8.347985707,1.611734978,-6.016661478,2.395561548,-3.986050145
Australia,AUS,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-1.067036412,-2.621381354,1.311789213,-0.82795251,1.173476601,-2.046720497,-2.197305734,-1.009505563,-2.187403573,-1.378951874,-0.244226751,-0.275338592,0.851991727,3.133857318,-0.064706663,-0.453913068,0.139366124,-0.630763786,-0.965506724,-1.048175601,0.526691662,-1.831841306,-3.29187878,-2.032174331,-1.428450918,-2.049171607,-3.071395635,-1.599523993,-0.660720185,-1.833561882,-1.927152974,-0.13269479,0.272460214,-0.320931355,-0.515501546,-1.967781918,-0.453943241,0.274810865,-0.879276718,-2.446862891,-2.159692298,0.086233062,-0.008087472,-2.105972833,-2.714162773,-2.740979497,-1.816384493,-1.644221894,-2.546986231,0.211721667,-1.02965622,0.966101049,-0.24868986,-1.296095116,-0.427580339,-1.52468206,-2.275527273,0.592780975,0.381161553,2.511471414,3.852600786
Austria,AUT,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,-0.076878073,-0.309762359,-0.434686836,-0.618085923,-1.33899303,-0.409861851,-2.411228784,-4.369682772,-1.43780253,-1.555668513,-3.438862533,-2.395226682,-0.634120829,-1.51578745,-1.072970799,-0.240518653,-0.019168074,-0.041312707,-0.420698019,-0.507953385,-0.09354069,-0.867429255,-1.319632212,-0.337254595,-1.670025508,-1.190320412,-1.585118906,-0.811524739,-0.225107019,0.453935427,1.332052286,1.698446272,3.690604397,2.753447022,2.942084255,3.205698726,3.595026518,4.388484783,4.424038501,3.352602147,3.504524418,2.794553074,2.795174965,2.816172507,3.269622841,3.750805728,3.830709021,3.163177599,3.271081113,3.3714244,3.603493479
Azerbaijan,AZE,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.638472033,4.453592814,31.60722807,-18.5656051,-5.907099013,-20.92042366,-30.99246139,-24.00975208,-31.8287508,-13.88572488,1.793094678,4.182030251,-7.282474227,-23.53879521,-23.92909897,10.04032741,27.74588983,39.61601523,42.30937883,28.52744969,33.62345461,32.34591606,27.68629084,22.15582139,17.06388812,2.988047076,2.777980048,6.693413783,16.51201119,12.28310959,-0.772308448
Burundi,BDI,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-0.892858209,-1.724137999,-3.278688432,-6.766917351,2.01342199,-2.186325959,-2.216020558,-1.085186847,-3.071116656,-2.43585892,-0.932242892,-5.735930247,-3.340526223,-2.316557928,-5.780540282,-10.72612487,-2.926392868,0.304191306,-8.518708019,-8.559496881,-14.48268447,-12.89434519,-16.69547099,-15.70217966,-12.04830288,-9.760283232,-10.5924021,-15.99372879,-13.3624132,-13.19782141,-19.90215496,-18.58780508,-20.72777037,-17.77907491,-18.20999348,-14.35194071,-9.933080236,-4.604434072,-11.44052974,-8.388230127,-9.915783301,-10.60564129,-12.30222104,-14.61348403,-17.67062161,-22.7,-27.8,-25.1999985,-26.19999906,-22.60000301,-20.10000212,-25.40000227,-24.29998722,-28.40001311,-26.55085461,-21.07601695,-18.43904588,-19.506832,-20.40796678,-23.5949771,-22.93287416
Belgium,BEL,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,2.185251008,1.950845421,3.06011725,1.919793689,0.515638509,0.308324456,0.29300729,-0.663022299,-0.789315579,-1.728093545,-2.820886816,-2.094308031,-1.718725934,0.395690649,0.593968331,1.031668744,2.239075131,1.816426211,2.393219894,2.196565191,1.759530837,1.869172048,2.548573162,3.202745318,3.617618657,3.850175615,3.172006154,3.884222105,3.639567405,3.956128491,2.864655249,3.647078006,5.577445903,5.357464184,4.894149546,4.036607173,4.042484811,4.13516253,0.67279216,2.261966885,1.702455884,-0.09899784,0.062950784,0.797851761,0.818802228,1.418017794,1.194204964,1.03898415,-0.263744322,0.615941938,0.452372451
Benin,BEN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-5.986372191,-4.951142588,-6.441481265,-7.804538594,-7.10582688,-7.638147507,-9.349518099,-12.10644422,-9.741944193,-9.6552865,-9.284743784,-10.04681554,-12.41574718,-10.28819131,-15.17789223,-18.88473611,-18.03726509,-18.60188029,-18.02027622,-19.5054092,-21.50559384,-28.02837118,-22.31526371,-17.8134335,-11.35255285,-12.99598127,-15.93957581,-15.68307897,-18.27934961,-11.3095094,-7.357576124,-9.33974471,-10.26244971,-10.45303306,-7.746442019,-9.062255005,-3.520168336,-4.359360422,-5.407746196,-8.372727564,-6.137546403,-8.520013016,-4.31520098,-4.327636057,-2.875879205,-2.128651227,-3.658847287,-5.028077922,-3.493918737,-4.846695384,-5.286763815,-5.517725806,-2.943263045,-4.059061195,-2.406592693,-7.315410763,-3.773352195,-7.065407395,-7.252540944,-4.420277927,-5.088292522
Burkina Faso,BFA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-10.97743917,-10.36109036,-10.173981,-10.08951712,-8.719603274,-6.724024038,-6.596757487,-8.998800821,-9.08265253,-10.71518088,-10.68652996,-14.41962158,-14.88927247,-16.60774115,-16.15215255,-22.80286201,-18.80299079,-22.48300003,-20.28241005,-21.03630929,-22.31198663,-22.15870304,-23.42831919,-21.68999845,-17.79687841,-21.10461759,-19.98060316,-16.72231272,-16.1322819,-14.89703476,-13.48926762,-12.90113954,-10.68105564,-11.72199739,-10.82597995,-12.46635834,-17.05308736,-15.79135678,-15.32357753,-18.54680477,-17.433507,-13.57000528,-13.58179159,-11.92737309,-13.717769,-14.48847481,-13.19281535,-13.08263286,-15.08666288,-12.71804195,-8.041540829,-5.106252065,-8.042437146,-9.881880396,-4.959554185,-6.873890239,-6.061243191,-6.364008932,-4.044651482,-5.987146035,
Bangladesh,BGD,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,0.689426925,-0.917645562,-0.061345709,-1.672792819,-4.093442977,-3.703880895,-2.36754132,-3.289575863,-3.275522517,-3.519336345,-4.194371169,-4.436097203,-8.05782875,-5.315837843,-6.647470136,-5.205468345,-12.89011139,-5.340694267,-9.923188639,-9.688624581,-12.38866353,-8.985432785,-10.45632446,-9.109182559,-10.01921691,-7.453227424,-6.652878582,-6.707698353,-6.821462379,-7.244886583,-7.149869039,-5.564602948,-4.760651682,-5.087044998,-4.862777262,-6.480227649,-6.663072424,-5.284772275,-4.365400945,-4.870655786,-4.633311906,-5.324898657,-4.147442857,-4.795587508,-4.565216257,-5.611251069,-5.404997302,-5.95171296,-7.303197068,-6.212530412,-5.754617299,-7.576699925,-7.787745021,-7.220654503,-6.534760207,-7.412648734,-4.654866432,-5.231784835,-8.642976632,-6.112804862,-6.40140965
Bulgaria,BGR,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,5.019192742,1.115824286,1.066418502,0.208622621,1.885011162,-0.407113909,-3.436285361,-1.8370548,-0.330420314,-1.737781461,-3.608676686,4.274134119,-5.826693227,-7.62796922,-0.625,9.416326063,11.17330288,12.68863862,6.837488808,-4.57538678,-5.307990836,-9.318733903,-7.975003575,-10.17999306,-11.15061661,-14.65508002,-17.09170549,-18.83423484,-19.74880266,-8.254945542,-2.862389338,0.376372223,-3.184920192,-0.445636835,-0.978749208,0.955893639,4.950682005,4.333978009,2.549062487,3.21073454,1.699207079
Bahrain,BHR,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,8.86798204,11.12047703,12.20455938,3.731116491,2.642151856,11.92921856,13.89735994,14.9678544,17.84354572,11.01397398,20.95069165,-10.63548424,-12.36005374,3.145297397,7.208368816,11.51677783,11.71162933,9.571486216,0.718244377,15.90279236,22.55219873,20.19525637,13.88349838,16.03456184,16.47298188,19.4745713,22.17370746,21.57400789,19.27218562,18.96746232,18.60224096,24.68207024,18.40639904,17.73705255,16.53366556,11.28304485,8.781099556,8.472695593,7.725321282,11.32346496,
"Bahamas, The",BHS,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,16.50771388,15.14896684,8.668186641,7.503931701,5.012267788,6.234556168,8.552631579,5.281465876,5.519886479,5.913043478,5.519528575,,-3.337361202,-1.798483891,-4.216433742,-0.96751367,0.573415265,-2.35900583,-5.367162438,-9.781379884,-5.974076016,-8.411846831,-2.788959209,-3.549818176,-4.355703351,2.07292741,0.556927833,0.428478823,-3.876497021,-10.93215963,-7.828907343,-8.441953259,-8.13968399,-8.76902779,-13.46315209,-7.996268831,-5.659324023,-9.164296771,-0.337295488,-0.746950581,-3.664326259,1.022108569,2.567237164,
Bosnia and Herzegovina,BIH,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.95064884,-51.05613462,-60.26463103,-44.96369496,-71.06021461,-66.53264801,-46.81075284,-47.53387664,-46.58277549,-52.88003033,-39.03283979,-40.00263111,-27.99989929,-29.34875103,-32.46674188,-23.72873865,-21.57713046,-23.76440371,-23.44402619,-20.44514468,-22.57403949,-18.27697062,-16.62471752,-16.21450335,-14.73776657,-14.71977988,-14.62201723
Belarus,BLR,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.309468822,0,2.173913043,-15.73604061,-12.83650874,-4.387865209,-4.075292302,-5.796417959,-4.855439137,-2.428435089,-3.187523265,-3.549717001,-3.747026394,-3.829092461,-6.36384367,0.711265755,-4.172480351,-6.267772548,-7.723968109,-10.88272118,-13.17220228,-1.043532035,4.468545243,-3.148809022,-0.769416253,0.106706932,-0.190628653,0.211445679,1.516354275,-0.661238116,3.118716243
Belize,BLZ,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,-12.44129692,-19.71773831,-20.11728622,-14.5659381,-8.022723272,-11.94316019,-3.585157819,-3.310631726,-6.652892119,-10.63872704,-2.306272236,43.6228802,-3.197828519,-3.49153259,-2.604480203,-1.149474753,-0.262342983,-2.92666521,-4.345299862,-13.03271906,-20.70081349,-18.30432523,-13.67537441,-12.83928932,-8.001688215,-8.119551827,-0.520869629,-0.12561768,-7.374861316,-4.667801383,0.4078532,-1.709633926,0.649226067,-1.232767529,-2.945533746,-7.454957311,-8.937710731,-3.417714236,-0.298442921,-7.984300189,-0.291359825
Bermuda,BMU,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.99490514,28.80804715,27.24278431,26.95627549,25.80573896,26.64618041,25.91020377,24.68387005,25.41841602,24.61661121,
Bolivia,BOL,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-7.724938602,-6.937602627,-10.4561667,-9.361924686,-3.171901594,-5.222841226,-5.220125786,-3.519322864,-4.258241758,-2.834118073,0.240026486,-3.011677935,-2.906698565,-0.605413105,8.494741351,-6.278315807,-2.209742624,-2.870813397,-7.513098056,-3.221372353,1.801801802,0.694444444,-0.279329609,4.299363057,-2.165710446,-3.792941976,-4.384491695,-4.386251044,-4.371366434,-0.658252866,-1.149313196,-5.486274188,-9.019335236,-9.305592562,-5.534227359,-4.635143839,-4.69255019,-8.248458488,-12.88379394,-10.40645774,-9.048283166,-5.283524304,-6.081350327,-0.766368181,4.81251481,3.454344518,9.005579916,7.529401602,6.946091266,2.818176071,6.863286032,5.703008282,9.383632081,6.954051523,1.321706419,-6.196253132,-7.425023424,-6.896364021,-5.132374494,-6.46278216,
Brazil,BRA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-0.058239067,-0.060051125,-1.320213776,-0.074545776,0.707809265,2.179836541,0.833065852,0,-0.609858403,0.0666907,-0.420322799,-1.724666689,-1.584899873,-1.229903173,-5.870608669,-3.967007491,-2.396904266,-0.665379165,-1.18881549,-2.051662838,-2.253100882,-0.379094787,-0.664796322,2.413480398,5.623197625,5.152645105,2.462012124,3.267280572,5.195678665,3.4683417,1.238224469,0.763029559,2.483154924,1.407224182,-0.002802683,-1.926709922,-2.17517211,-2.608910111,-2.377584254,-1.852369956,-2.263665348,-2.192863682,0.842823141,2.221182694,3.413270545,3.400863324,2.70693272,1.362738836,-0.189568395,-0.403233337,-1.041008563,-0.769379997,-1.359174704,-2.301514793,-2.661520175,-1.153259781,0.399660059,0.718201364,0.393795613,-0.245213058,1.387413798
Barbados,BRB,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,-10.02608189,-18.30564902,-11.51120916,-10.27908796,-10.70978269,-1.625736739,-7.893797412,-2.242631354,0.973451327,4.034699151,6.529100529,0.167041439,0.06126021,2.888096544,1.452292441,-0.242154682,-0.853838583,6.745017885,4.486746988,7.090362838,1.825521417,2.566259992,-2.768159204,-3.258030357,-4.818932121,-4.106880209,-4.418071697,-5.499758571,-4.175105157,-8.673247206,-7.986647467,-6.358668643,-2.020403295,-5.047099269,-2.223426268,-2.990481236,-4.534556092,-4.546087852,-3.923033996,-4.704798254,-1.645042418,0.997566253,1.468887103,1.582297257,0.324569975,
Brunei Darussalam,BRN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,72.70086385,66.63297719,75.39603538,78.54641809,80.53995289,80.92371783,81.69724075,79.42977939,72.11659635,69.28938072,,,,,,26.60342665,24.5416079,26.5050821,9.963316214,2.999698523,2.674995996,3.889716841,-0.707056703,-1.308798756,-6.932153392,7.413107605,31.53703837,30.33174118,25.49569151,33.32003611,37.00852325,42.8792777,46.50824655,39.95503427,50.6846293,36.99371609,39.44599251,39.475604,34.68151334,25.14687044,33.93319208,14.52740466,11.83554547,13.96973435,9.968232883,7.382422559,4.41745474
Bhutan,BTN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,-25.35388167,-34.29504683,-35.8184536,-35.62752108,-33.96650309,-38.12487913,-36.63609418,-15.16792511,-21.94139599,-10.34030077,-5.292943579,-9.05363519,-24.9706387,-13.03738768,-10.34885353,-5.071247201,-10.61584673,-10.60849772,-16.92377639,-20.55638795,-19.56503471,-22.15573899,-26.24899013,-26.05250004,-32.05654476,-26.91955123,-4.882093023,-2.382291241,-9.396873042,-17.93820859,-28.96311126,-29.99100282,-24.8921372,-22.33885569,-23.4051967,-33.32042934,-26.17110441,-22.64346577,-25.06949177,-16.3436426,
Botswana,BWA,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-13.36830605,-15.30918168,-16.91295336,-18.35091351,-19.76569279,-18.90243902,-21.6802168,-26.15964518,-39.89473684,-29.7929793,-36.25815809,-28.41409692,-23.17073171,-23.13366775,-23.85188747,-20.19798211,-15.93508501,-18.40894149,-16.46385111,-11.12690811,-13.38305743,-21.82526433,-14.71221473,-0.482171326,2.849073586,15.05928947,19.20210937,26.68737688,26.59229083,13.08833115,5.263493729,6.500642976,6.607871603,7.983389391,7.464187641,7.077824038,16.70131369,13.15706195,-3.26269512,11.46545538,11.73889045,9.790150908,12.4790795,11.81967315,8.229752676,17.34175503,18.17435835,13.92752631,-5.367975928,-17.08412201,-7.628867423,-3.644508666,-12.15340741,0.49169725,3.048838998,-6.303717453,8.359968726,3.73803636,1.167649724,-8.114485478,-16.70377169
Central African Republic,CAF,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-10.90908778,-9.271523025,-13.1147423,-13.2492126,-12.35632089,-10.5691084,-14.17525773,-20.59550868,-5.318927614,-10.26379412,-9.623852014,-7.624229395,-8.878286372,-7.868841502,-15.59928929,-18.78962348,-7.139744544,-9.12050843,-10.46544263,-12.70037211,-15.85923764,-9.676293905,-12.04675447,-12.4672618,-12.10768313,-9.627456279,-10.43620561,-10.70615223,-7.30912971,-6.159274859,-8.808045787,-8.535979638,-9.497676086,-5.789512929,-1.619210455,-6.034001203,-4.143632477,-2.049947838,-5.735758731,-4.765043341,-4.915354813,-5.415992062,-4.183154907,0.240781673,-5.248119901,-8.345430214,-7.763859932,-9.350244178,-12.43019241,-11.81094669,-11.17887981,-8.219978136,-9.959182591,-8.453377988,-19.74351684,-19.00982653,-20.88688471,-22.62399819,-28.09639804,-19.3753,-18.13009
Canada,CAN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,-0.646252649,-0.367815681,0.533303641,0.97072808,-0.311402233,-0.183858292,0.756663429,0.921250266,-0.198298558,2.203769644,1.308795715,0.580664667,1.093387215,-0.097526955,-1.942609875,-0.902871336,-0.355477305,0.218128296,0.42039139,1.702739562,0.668989243,3.783097579,3.153272288,3.409285964,2.260703709,0.91390981,1.145253057,0.742952045,0.026157429,0.154690424,-0.51869638,-0.340912741,0.034514805,1.175290403,3.144372615,3.949718969,1.929330297,1.977164158,3.607340684,5.653113792,5.735691787,4.410285108,3.89187578,4.463122621,3.95428163,2.752753957,2.17569058,1.766402742,-1.442723189,-1.873357638,-1.141954936,-1.889497894,-1.567197565,-0.90551041,-2.46498014,-2.358539703,-2.192240549,-1.891161939,-1.595698642,-2.051607666
Central Europe and the Baltics,CEB,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.997184298,-3.729044871,-4.363676312,-4.703658925,-4.680502419,-4.867422417,-4.380337999,-4.134622911,-4.15437171,-4.297861342,-3.604074567,-4.395000369,-5.050267772,-5.494068102,-0.842881276,-0.94910054,-0.572838196,0.546869339,2.331201267,2.368083106,3.034227313,3.982022618,3.5479968,2.488854421,2.938485544,3.540284638
Switzerland,CHE,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,-2.061458903,0.697702073,0.690001778,-0.89423414,2.937940351,2.696094764,0.949401088,1.446879727,1.429515533,1.406044153,0.422449533,1.598877069,2.756633143,4.098570777,4.147424638,3.976861165,3.50669025,4.789213411,4.102933228,4.204142479,5.461725525,4.974124898,6.104335078,5.968910683,8.198476984,6.652633215,8.101651547,10.93837284,10.5958589,7.518554238,10.91357626,8.704234163,10.74272123,11.87144185,11.32864336,11.67128528,11.61921972,10.88952872,12.33467539,11.84787211,8.794637504
Channel Islands,CHI,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
